objectid,reporter,RecOwner,SciName,ComName,Nativity,OccStatus,Status,ObsDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,Method,CoordAcc,DataType,Centroid,Abundance,InfestAcre,GrossAcre,Percentcov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Smallest,Largest,Incidence,Severity,Host,Host_Name,HostPheno,HostDamage,ManageStat,PopStat,Habitat,LocalOwner,Site,RecBasis,Museum,MuseumRec,Voucher,ObsIDer,CollectTme,UUID,OrgSrcID,OrigName,RecSrcTyp,Surveyor,DateAcc,VisitType,DataMthd,TrapType,NumTraps,TargetName,TargetCnt,TargetRnge,Phenology,LifeStatus,Sex,PID,WaterName,WaterType,Substrate,TreatArea,PlantTreat,TreatComm,Reference,Locality,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm,CurrentRecord
609144,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2007-06-15,2009-05-03,2012-01-04,"""Hillsborough, Florida, United States""","  27.78724"," -82.21114",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"6701",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Balm Boyette Scrub, The ""Gator Pit"" on the Balm Boyette mountain bike trail""",,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609145,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Varanus niloticus,Nile monitor,Introduced,Detected,Positive,2008-06-15,2009-05-03,2012-01-04,"""Palm Beach, Florida, United States""","  26.58097"," -80.71110",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"7228",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Bill Love, Blue Chameleon Ventures, personal communication.""","""Okeelanta, US-27 at intersction with road to Okeelanta Corp. plant""",,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609153,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2008-06-18,2009-05-03,2012-01-04,"""Hillsborough, Florida, United States""","  27.77196"," -82.15278",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"7226",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Hillsborough County, 415 Hal Colding Rd""","""Appx 2 ft lizard has been seen several times over the last few days """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609164,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2008-07-01,2009-05-03,2012-01-04,"""Hillsborough, Florida, United States""","  27.77676"," -82.27664",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"7253",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Balm Boyette Scrub, Maintence facility on Balm Riverview Rd appx 900 m N of intersection with CR-675""","""Captured tegu in welding shop. Has seen numerous tegus in area. Captured and released a approximately 4.5 ft tegu at an earlier date """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609176,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2006-07-11,2009-05-03,2012-01-04,"""Polk, Florida, United States""","  27.79543"," -82.05006",WGS84     ,WAAS GPS,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"6706",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Bald Mountain Sandhill Restoration Area, Dirt road on N side of Bald Mountain restoration area""","""Climbing over dirt/spoil pile """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609177,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2007-07-11,2009-05-03,2012-01-04,"""St. Lucie, Florida, United States""","  27.22960"," -80.31558",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"479",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Palm City, Harbour Ridge at 1466 Sweetbay Cir""",,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609188,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Phelsuma madagascariensis grandis,giant day gecko,Introduced,Detected,Positive,2007-07-14,2009-05-03,2014-08-11,"""Monroe, Florida, United States""","  24.76625"," -80.94638",WGS84     ,GoogleEarth,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"152",Phelsuma grandis,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Laurence L. Connor, Florida Fish and Wildlife Conservation Commission, personal communication""","""Grassy Key, The Wreck restaurant next door to the research center.Dolphin Marine Research Center""","""1 observed. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609194,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Hemidactylus turcicus,Mediterranean gecko,Introduced,Detected,Positive,2008-07-18,2009-05-03,2012-04-04,"""Lake, Florida, United States""","  28.84783"," -81.69212",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"7260",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Laurence L. Connor, Florida Fish and Wildlife Conservation Commission, personal communication""","""Eustis, FWCC Eustis Fisheries Research Laboratory W Woodward Ave appx 630 m W of S Bay St""","""Small juvenile inside building """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609203,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Rhinella marina,cane toad,Introduced,Detected,Positive,2006-07-25,2009-05-03,2012-01-04,"""Lee, Florida, United States""","  26.41070"," -81.81772",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,Not reported,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"425",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Estero, appx 580 m W of US-41 and Fountain Lakes Blvd""",,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609255,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Python molurus ssp. bivittatus,Burmese python,Introduced,Detected,Positive,2007-08-06,2009-05-03,2012-01-04,"""Polk, Florida, United States""","  27.82458"," -81.33710",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"480",,Bulk Data,,,,,,,,,,,,,,,,,,,,"""Personal Communication""","""Indian Lake Estates, Highway 60 Appx 0.3 mi east of Kissimmee Shores Rd""","""Reported a 6' 8"" road killed snake. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609272,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2006-08-08,2009-05-03,2012-01-04,"""Hillsborough, Florida, United States""","  27.79019"," -82.25475",WGS84     ,WAAS GPS,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"6703",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""R. Dickerson, Hillsborough County Parks, Recreation, and Conservation Department, personal communication""","""Balm Boyette Scrub, Dirt road/fire break appx 1.4km N of boundry of preserve and appx 0.95km W of Balm-Boyette Rd.""",,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609275,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2006-08-09,2009-05-03,2014-08-11,"""Hillsborough, Florida, United States""","  27.78505"," -82.25980",WGS84     ,GoogleEarth,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"6694",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""R. Dickerson, Hillsborough County Parks, Recreation, and Conservation Department, personal communication""","""Balm Boyette Scrub, Dirt road/fire break appx 0.8km N of boundry of preserve and appx 1.4km W of Balm-Boyette Rd.""","""Tracks. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609276,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2006-08-09,2009-05-03,2014-08-11,"""Hillsborough, Florida, United States""","  27.78792"," -82.26064",WGS84     ,WAAS GPS,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"6702",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""R. Dickerson, Hillsborough County Parks, Recreation, and Conservation Department, personal communication""","""Balm Boyette Scrub, Dirt road/fire break appx 1.1km N of boundry of preserve and appx 1.5km W of Balm-Boyette Rd.""","""Tracks. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609280,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2006-08-11,2009-05-03,2014-08-11,"""Hillsborough, Florida, United States""","  27.78160"," -82.25455",WGS84     ,GoogleEarth,,,,,,,,,,,,"1",,,,,,,,,Unknown,,,,,Human Observation,"""                                                                                                                                                                                                                                                               """,,,,,,"6685",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""R. Dickerson, Hillsborough County Parks, Recreation, and Conservation Department, personal communication""","""Balm Boyette Scrub, Dirt road/fire break appx 400m N of boundry of preserve and appx 650m W of Balm-Boyette Rd.""","""Tracks. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
609324,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,State Agency,Salvator merianae,Argentine black and white tegu,Introduced,Detected,Positive,2007-08-20,2009-05-03,2012-01-04,"""Hillsborough, Florida, United States""","  27.94926"," -82.42631",WGS84     ,GoogleEarth 4.2.x,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,Human Observation,,,,,,,"6716",Tupinambis merianae,Bulk Data,,,,,,,,,,,,,,,,,,,,"""J. Roberts, Hillsborough County Parks, Recreation and Conservation Department, personal communication""","""Tampa, Clark Street near Desoto Park appx 50 m E of the intersection with North 30th St""","""One appx 3 ft tegu observed by A. Roberts. """,2009-05-03,Florida Fish and Wildlife Conservation Commission,,Verified,Credible,,"1"
